CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH
CERC1,Atkinson,Coastal Tanna,0,12,1,15,15,30,12,18,30,0,0,40,2.6,2,4,0,8,3,0,1,0,1,0,1,0,1,0,1,NA,0.75,1,0.5,0,0.67,0.33,NA,4,1,4,3,0,1,0,1,1,1,1,1,1,1,1,1,NA,1,0.5,1,0,1,0.33,NA,0,0,NA,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,-2,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC10,Atkinson,Coastal Tanna,0,12,1,11,19,30,13,17,30,0,0,35,-2.4,1,2,10,7,2,1,1,1,-1,1,0,1,-2,1,-0.5,NA,1,1,1,0,1.33,1,NA,4,1,3,1,1,3,4,3,0,3,0,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC11,Atkinson,Coastal Tanna,0,21,0,14,16,30,14,16,30,0,0,18,-19.4,1,0,8,5,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1.67,1,NA,4,1,4,4,1,1,1,3,2,3,2,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC12,Atkinson,Coastal Tanna,0,12,1,10,20,30,17,13,30,0,0,19,-18.4,4,2,7,7,3,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,2,1,NA,3,1,3,2,1,3,2,3,2,3,2,1,1,3,1,1,1,1,0.75,1,0.5,2,1,NA,0,0,NA,0,1,3,2,3,2,3,2,1,1,3,0,1,1,1,-1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC13,Atkinson,Coastal Tanna,0,12,1,15,15,30,14,16,30,0,0,21,-16.4,4,1,10,5,4,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,2.67,1,NA,4,1,3,4,1,1,3,3,2,1,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC14,Atkinson,Coastal Tanna,0,12,1,17,13,30,15,15,30,0,0,26,-11.4,2,2,6,4,1,1,-2,1,-2,1,-2,1,-2,1,-2,0,0.5,1,0,0,1,0.33,NA,3,1,3,2,0,1,0,1,0,1,3,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC15,Atkinson,Coastal Tanna,0,21,0,10,20,30,18,12,30,0,0,21,-16.4,2,0,2,6,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1.33,0.33,NA,3,1,3,4,1,1,0,1,1,2,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC16,Atkinson,Coastal Tanna,0,12,1,11,19,30,13,17,30,0,0,31,-6.4,2,4,10,3,4,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC17,Atkinson,Coastal Tanna,0,12,1,16,14,30,16,14,30,0,0,62,24.6,5,5,8,7,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1.67,1,NA,4,1,4,3,1,3,2,2,1,2,2,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC18,Atkinson,Coastal Tanna,0,12,1,NA,NA,NA,11,19,30,0,0,19,-18.4,1,0,7,9,3,1,-1,1,-2,1,-2,1,-1,1,-1.5,1,0.75,1,0.5,0,0,1,NA,3,1,3,4,1,1,0,1,0,3,0,1,1,3,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC19,Atkinson,Coastal Tanna,0,21,0,20,10,30,17,13,30,0,0,20,-17.4,1,0,6,8,4,0,2,0,2,0,2,0,2,0,2,NA,1,1,1,0,0.33,0.33,NA,4,1,3,2,1,3,0,2,1,2,0,1,1,1,1,1,1,1,0.25,0,0.5,0.67,0.33,NA,1,0,NA,1,1,2,0,1,1,1,1,0,0,1,0,0,0,0,1,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC2,Atkinson,Coastal Tanna,0,12,1,16,14,30,18,12,30,0,0,26,-11.4,2,2,13,9,4,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC20,Atkinson,Coastal Tanna,0,12,1,15,15,30,14,16,30,0,0,42,4.6,2,4,6,6,4,0,1,0,2,0,1,1,0,0.25,1,1,1,1,1,0,4,1,NA,4,1,4,4,1,2,4,2,4,0,4,1,1,3,1,1,1,1,0.25,0,0.5,4,0.33,NA,0,0,NA,2,1,2,4,2,4,3,4,0,0,1,0,0,0,0,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC21,Atkinson,Coastal Tanna,0,12,1,14,16,30,15,15,30,0,0,21,-16.4,1,0,15,8,2,0,-1,0,0,0,0,0,0,0,-0.25,1,1,1,1,0,4,1,NA,4,1,4,4,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC22,Atkinson,Coastal Tanna,0,12,1,18,12,30,13,17,30,0,0,51,13.6,2,5,6,8,4,0,2,0,2,0,2,0,2,0,2,NA,1,1,1,0,4,1,NA,4,1,3,4,1,3,4,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC23,Atkinson,Coastal Tanna,0,12,1,11,19,30,12,18,30,0,0,30,-7.4,2,3,7,5,2,0,-2,0,0,0,0,0,0,0,-0.5,NA,0.75,1,0.5,0,3.33,1,NA,4,1,4,4,1,3,3,3,3,3,4,1,1,3,0,1,0,1,0.25,0,0.5,4,0.33,NA,1,1,2,0,1,1,4,1,4,1,4,0,0,1,0,0,0,1,2,5,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC24,Atkinson,Coastal Tanna,0,21,0,16,14,30,16,14,30,0,1,23,-14.4,1,0,10,6,4,0,0,0,0,0,2,0,0,0,0.5,1,0.5,1,0,0,4,1,NA,4,1,4,3,0,0,4,0,4,0,4,1,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC25,Atkinson,Coastal Tanna,0,12,1,16,14,30,10,20,30,0,1,60,22.6,2,4,6,7,2,0,0,0,0,0,0,1,-2,0.25,-0.5,1,1,1,1,0,4,0.67,NA,4,1,4,0,1,3,4,3,4,3,4,1,1,2,1,1,1,1,0.25,0,0.5,4,0.33,NA,1,1,1,0,1,1,4,1,4,1,4,0,0,1,0,1,1,1,1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC26,Atkinson,Coastal Tanna,0,12,1,14,16,30,14,16,30,0,1,41,3.6,2,3,12,5,2,0,1,0,1,0,1,0,0,0,0.75,1,0.75,1,0.5,0,2.67,1,NA,4,1,4,4,1,1,2,2,3,3,3,1,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC27,Atkinson,Coastal Tanna,0,21,0,14,16,30,12,18,30,0,1,25,-12.4,1,1,10,8,3,1,0,0,0,0,1,1,-2,0.5,-0.25,1,0.75,1,0.5,0,3.67,1,NA,4,1,4,0,1,1,3,2,4,1,4,1,1,3,0,1,1,1,0.25,0,0.5,2.67,0,NA,1,1,1,1,1,1,2,1,3,1,3,0,0,0,0,1,1,1,1,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC28,Atkinson,Coastal Tanna,0,21,0,15,15,30,16,14,30,0,1,59,21.6,2,4,6,8,4,0,2,0,2,0,2,0,2,0,2,0,1,1,1,0,3,1,NA,4,1,3,4,1,3,3,3,3,1,3,1,1,3,1,1,1,1,0.5,0.5,0.5,2,0.67,NA,1,0,NA,1,1,1,2,1,2,1,2,1,0,2,0,1,1,0,1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC29,Atkinson,Coastal Tanna,0,12,1,19,11,30,9,21,30,0,1,43,5.6,2,2,7,5,4,0,2,0,0,0,0,0,0,0,0.5,0,1,1,1,0,3,0.33,NA,4,1,3,4,1,3,3,3,3,3,3,1,1,1,1,1,1,1,0.25,0,0.5,3,0.33,NA,1,1,1,1,1,1,3,1,3,1,3,0,0,1,0,0,1,0,1,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC3,Atkinson,Coastal Tanna,0,12,1,17,13,30,16,14,30,0,0,75,37.6,5,6,0,5,1,0,1,1,1,0,1,0,1,0.25,1,1,1,1,1,0,2.33,0.67,NA,4,1,4,4,1,1,2,1,2,1,3,1,1,2,1,1,1,1,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC30,Atkinson,Coastal Tanna,0,12,1,25,5,30,17,13,30,0,1,30,-7.4,2,3,6,5,3,1,-2,1,0,1,0,1,0,1,-0.5,0,1,1,1,0,3,1,NA,4,1,4,4,1,3,3,3,2,3,4,1,1,3,1,1,1,1,0.75,0.5,1,3,0.33,NA,2,1,3,4,1,2,1,2,4,1,4,0,1,1,1,1,1,1,0,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC31,Atkinson,Coastal Tanna,0,21,0,15,15,30,20,10,30,0,1,42,4.6,2,3,6,9,2,0,0,1,-2,0,0,1,0,0.5,-0.5,1,1,1,1,0,4,1,NA,4,1,4,4,1,2,4,2,4,2,4,1,1,3,1,1,1,1,0,NA,0,NA,NA,NA,2,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC32,Atkinson,Coastal Tanna,0,21,0,14,16,30,14,16,30,0,1,30,-7.4,2,2,10,6,3,0,2,0,2,0,1,1,0,0.25,1.25,0,1,1,1,0,4,1,NA,4,1,4,4,1,2,4,3,4,3,4,1,1,3,1,1,1,1,0.5,0.5,0.5,2.67,0.67,NA,4,0,NA,3,1,1,2,1,2,3,4,1,0,2,0,1,1,1,1,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC33,Atkinson,Coastal Tanna,0,12,1,12,18,30,18,12,30,0,1,21,-16.4,1,0,10,12,4,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,2.33,1,NA,4,1,4,4,1,1,3,1,2,1,2,1,1,3,1,1,1,1,0.5,0.5,0.5,2,1,NA,2,1,2,2,1,1,2,1,2,1,2,1,0,3,0,0,1,0,-1,5,5,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC34,Atkinson,Coastal Tanna,0,21,0,13,17,30,14,16,30,0,1,31,-6.4,3,3,11,6,4,0,0,1,-2,0,1,1,-1,0.5,-0.5,0,1,1,1,0,3,1,NA,4,1,4,4,1,1,3,1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,0.67,NA,4,1,3,4,1,1,3,1,3,2,3,1,1,2,1,1,1,1,1,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC35,Atkinson,Coastal Tanna,0,21,0,11,19,30,12,18,30,0,1,34,-3.4,1,0,6,5,4,0,2,0,2,0,2,0,2,0,2,NA,0.75,1,0.5,0,3.67,0.67,NA,4,1,4,4,1,3,4,3,4,2,3,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC36,Atkinson,Coastal Tanna,0,21,0,16,14,30,15,15,30,0,1,26,-11.4,2,2,16,8,4,1,1,0,1,0,1,0,0,0.25,0.75,1,0.75,1,0.5,0,4,0.67,NA,3,1,3,4,1,1,4,1,4,3,4,1,1,2,0,1,1,1,0.75,1,0.5,3.33,0.33,NA,3,1,3,3,1,1,3,1,3,2,4,1,1,1,0,1,1,1,2,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC37,Atkinson,Coastal Tanna,0,12,1,15,15,30,15,15,30,0,1,38,0.6,2,3,12,7,4,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,3.33,0.33,NA,4,1,3,4,1,1,4,2,2,1,4,1,1,1,1,1,1,1,0.75,1,0.5,2.67,0.33,NA,0,0,NA,0,1,1,2,1,3,1,3,1,1,1,0,1,1,1,0,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC38,Atkinson,Coastal Tanna,0,12,1,14,16,30,13,17,30,0,1,43,5.6,2,5,9,8,4,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,3,1,NA,4,1,4,4,1,3,3,3,3,3,3,1,1,3,1,1,1,1,0.75,1,0.5,3,1,NA,4,1,4,1,1,3,3,3,3,3,3,1,1,3,0,1,1,0,2,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC39,Atkinson,Coastal Tanna,0,21,0,17,13,30,19,11,30,0,1,37,-0.4,2,6,4,8,4,0,1,0,1,0,1,0,1,0,1,1,0.75,1,0.5,0,3.67,1,NA,4,1,2,4,1,2,4,3,3,2,4,1,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC4,Atkinson,Coastal Tanna,0,12,1,16,14,30,14,16,30,0,0,28,-9.4,3,1,7,5,1,0,2,0,1,0,2,0,2,0,1.75,1,0.75,1,0.5,0,2.33,0.33,NA,4,1,3,3,1,1,0,3,4,2,3,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC40,Atkinson,Coastal Tanna,0,21,0,17,13,30,16,14,30,0,1,38,0.6,2,4,6,6,4,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,0,0.67,NA,4,1,4,3,1,1,0,1,0,1,0,1,1,2,1,1,1,1,0.75,1,0.5,2.33,0.33,NA,1,1,1,2,1,2,3,1,3,1,1,1,1,1,0,1,1,1,-1,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC41,Atkinson,Coastal Tanna,0,12,1,13,17,30,19,11,30,0,1,52,14.6,2,5,6,8,4,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,3.33,1,NA,4,1,4,0,1,3,4,3,3,1,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC42,Atkinson,Coastal Tanna,0,12,1,14,16,30,15,15,30,0,1,28,-9.4,2,3,6,5,4,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,2.67,1,NA,4,1,3,4,1,1,2,1,4,1,2,1,1,3,1,1,1,1,0.5,0.5,0.5,2,0.33,NA,1,1,2,3,1,1,2,1,2,1,2,1,0,1,0,1,1,1,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC43,Atkinson,Coastal Tanna,0,21,0,15,15,30,15,15,30,0,1,61,23.6,2,5,10,8,4,0,1,0,1,0,1,0,1,0,1,1,0.75,1,0.5,0,2.67,1,NA,4,1,3,4,0,0,2,0,2,2,4,1,1,3,1,1,1,1,0.5,0.5,0.5,2.67,1,NA,1,0,NA,4,1,1,3,1,2,1,3,1,0,3,0,1,1,1,1,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC44,Atkinson,Coastal Tanna,0,21,0,18,12,30,13,17,30,0,1,20,-17.4,1,0,14,9,4,0,1,0,1,0,1,0,1,0,1,1,0.75,1,0.5,0,4,0.67,NA,3,1,3,4,1,1,4,1,4,1,4,1,1,2,0,1,1,1,0.5,0.5,0.5,2.67,0.33,NA,0,0,NA,0,1,1,3,1,2,1,3,1,0,1,0,0,1,1,1,4,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC5,Atkinson,Coastal Tanna,0,21,0,13,17,30,15,15,30,0,0,20,-17.4,3,0,14,8,4,0,0,0,1,0,1,0,1,0,0.75,1,1,1,1,0,1.33,1,NA,4,1,3,3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,0.5,0.5,0.5,0.33,0.33,NA,1,0,NA,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC6,Atkinson,Coastal Tanna,0,21,0,10,20,30,11,19,30,0,0,29,-8.4,2,2,7,6,1,1,-2,1,0,1,-2,1,0,1,-1,0,1,1,1,0,3.33,1,NA,4,1,4,4,1,1,3,1,3,1,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC7,Atkinson,Coastal Tanna,0,12,1,15,15,30,12,18,30,0,0,29,-8.4,2,2,12,7,4,0,1,1,0,1,0,1,-2,0.75,-0.25,0,1,1,1,0,3,0.67,NA,4,1,4,4,1,1,3,1,3,1,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC8,Atkinson,Coastal Tanna,0,12,1,16,14,30,18,12,30,0,0,39,1.6,2,3,10,9,2,0,1,0,2,0,2,0,1,0,1.5,0,1,1,1,0,4,0.67,NA,4,1,4,4,1,0,4,0,4,0,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC9,Atkinson,Coastal Tanna,0,21,0,16,14,30,16,14,30,0,0,57,19.6,2,5,6,8,1,0,-2,0,-2,1,1,0,-2,0.25,-1.25,0,1,1,1,0,3.67,1,NA,4,1,4,4,1,3,4,2,3,2,4,1,1,3,1,1,1,1,0.5,0.5,0.5,3.33,0.33,NA,2,0,NA,2,1,1,3,1,4,1,3,1,0,1,0,1,0,1,-2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC100,Apicella,Hadza,0,21,0,14,16,30,8,22,30,NA,1,47,9.6,4,5,0,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,-1,3,4,0
CERC101,Apicella,Hadza,0,12,1,15,15,30,12,18,30,NA,0,47,9.6,5,5,0,5,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,4,4,4
CERC102,Apicella,Hadza,0,21,0,13,17,30,10,20,30,NA,1,35,-2.4,2,5,0,3,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
CERC103,Apicella,Hadza,0,21,0,12,18,30,10,20,30,NA,0,28,-9.4,4,4,0,5,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,1,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,-1,2,4,0
CERC104,Apicella,Hadza,0,12,1,7,23,30,12,18,30,NA,1,21,-16.4,1,0,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0,1,4,4,2
CERC105,Apicella,Hadza,0,21,0,14,16,30,15,15,30,NA,1,40,2.6,2,4,6,6,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.75,1,0.5,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,0,0.75,1,0.5,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,0,NA,NA,NA,NA,NA,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,4,4,0
